Number of Images: 2
opening  /proj3/Slimer/Slimer_mk2/7_10_2013/no_source_7_10_2013_200msec/no_source_7_10_2013_200msec001t11118.tif
opening  /proj3/Slimer/Slimer_mk2/7_10_2013/no_source_7_10_2013_200msec/no_source_7_10_2013_200msec001t01118.tif
preparing to cycle
DBSCAN maxCounts: 0.0
DBSCAN maxCounts: 0.0
done with cycle
         11305648 function calls (11301641 primitive calls) in 55.320 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:71(CPUInfoBase)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:76(_try_call)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:82(__getattr__)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:87(<lambda>)
        1    0.000    0.000    0.000    0.000 cross_validation.py:116(LeavePOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:202(KFold)
        1    0.000    0.000    0.000    0.000 cross_validation.py:308(StratifiedKFold)
        1    0.001    0.001    0.001    0.001 cross_validation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cross_validation.py:401(LeaveOneLabelOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:41(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:478(LeavePLabelOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:573(Bootstrap)
        1    0.000    0.000    0.000    0.000 cross_validation.py:707(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:911(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csc.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.001    0.001 csc.py:9(<module>)
        1    0.000    0.000    0.001    0.001 csgraph.py:10(swig_import_helper)
        1    0.000    0.000    0.001    0.001 csgraph.py:11(swig_import_helper)
        1    0.000    0.000    0.001    0.001 csgraph.py:8(<module>)
        1    0.000    0.000    0.001    0.001 csgraph.py:9(<module>)
        1    0.004    0.004    0.025    0.025 csr.py:1(<module>)
        1    0.000    0.000    0.005    0.005 csr.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csr.py:22(csr_matrix)
        1    0.000    0.000    0.005    0.005 csr.py:9(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.004    0.004    0.004    0.004 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
        1    0.006    0.006    0.014    0.014 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
       17    0.000    0.000    0.000    0.000 data.py:82(_create_method)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 daterange.py:11(DateRange)
        1    0.000    0.000    0.000    0.000 daterange.py:3(<module>)
        1    0.011    0.011    0.035    0.035 dates.py:109(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1115(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:143(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:222(strpdate2num)
        1    0.000    0.000    0.001    0.001 dates.py:319(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:403(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:428(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:499(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:515(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:556(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:671(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:848(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:904(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:922(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:943(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:961(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:979(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:997(SecondLocator)
        1    0.000    0.000    0.000    0.000 datetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbscan_.py:112(DBSCAN)
        1    0.000    0.000    0.000    0.000 dbscan_.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dbscan_analysis.py:12(dbscan_implementation)
    44662   18.707    0.000   31.519    0.001 dbscan_analysis.py:153(regionQuery)
   507405    3.536    0.000   12.344    0.000 dbscan_analysis.py:191(distanceQuery)
        1    0.000    0.000    0.000    0.000 dbscan_analysis.py:202(dbscan_analysis)
        2    0.000    0.000    0.000    0.000 dbscan_analysis.py:207(__init__)
        2    0.000    0.000   32.537   16.269 dbscan_analysis.py:211(DoDBSCAN)
        2    0.006    0.003    0.008    0.004 dbscan_analysis.py:230(AnalyzeResults)
        1    0.008    0.008    0.581    0.581 dbscan_analysis.py:3(<module>)
        2    0.000    0.000    0.000    0.000 dbscan_analysis.py:386(ChooseBestCluster)
        2    0.000    0.000   32.545   16.272 dbscan_analysis.py:415(DoIt)
        2    0.000    0.000   32.537   16.269 dbscan_analysis.py:46(__init__)
        2    0.974    0.487   32.536   16.268 dbscan_analysis.py:64(dbscan)
        1    0.005    0.005    0.015    0.015 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.002    0.002    0.008    0.008 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:273(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:303(__init__)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.001    0.001    0.042    0.042 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:128(update)
       11    0.000    0.000    0.002    0.000 decorator.py:142(make)
       11    0.000    0.000    0.004    0.000 decorator.py:171(create)
       22    0.000    0.000    0.000    0.000 decorator.py:189(<genexpr>)
       11    0.000    0.000    0.004    0.000 decorator.py:193(decorator)
        1    0.000    0.000    0.001    0.001 decorator.py:29(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:58(getfullargspec)
        9    0.000    0.000    0.000    0.000 decorator.py:60(__init__)
       45    0.000    0.000    0.000    0.000 decorator.py:66(__iter__)
        1    0.000    0.000    0.000    0.000 decorator.py:75(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:81(__init__)
       42    0.000    0.000    0.000    0.000 decorator.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
      150    0.000    0.000    0.000    0.000 decorators.py:100(__call__)
        4    0.000    0.000    0.000    0.000 decorators.py:108(indent)
        1    0.000    0.000    0.000    0.000 decorators.py:126(KnownFailureTest)
        1    0.002    0.002    0.004    0.004 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:20(Substitution)
       79    0.000    0.000    0.000    0.000 decorators.py:48(__init__)
       79    0.000    0.000    0.000    0.000 decorators.py:53(__call__)
        1    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        6    0.000    0.000    0.000    0.000 decorators.py:7(deprecate)
        1    0.000    0.000    0.000    0.000 decorators.py:74(Appender)
        1    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
      150    0.000    0.000    0.000    0.000 decorators.py:93(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1732(chararray)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:1(<module>)
        4    0.000    0.000    0.000    0.000 description.py:106(from_atom)
        1    0.004    0.004    0.027    0.027 description.py:11(<module>)
       24    0.001    0.000    0.002    0.000 description.py:169(_subclass_from_prefix)
       24    0.000    0.000    0.000    0.000 description.py:179(NewCol)
        8    0.000    0.000    0.000    0.000 description.py:188(__init__)
       25    0.000    0.000    0.002    0.000 description.py:237(_generate_col_classes)
        1    0.000    0.000    0.000    0.000 description.py:266(Description)
       49    0.000    0.000    0.000    0.000 description.py:35(same_position)
        1    0.000    0.000    0.000    0.000 description.py:377(__init__)
        1    0.000    0.000    0.000    0.000 description.py:499(_g_setNestedNamesDescr)
        1    0.000    0.000    0.000    0.000 description.py:50(Col)
        1    0.000    0.000    0.000    0.000 description.py:518(_g_setPathNames)
        1    0.000    0.000    0.000    0.000 description.py:526(getColsInOrder)
        4    0.000    0.000    0.000    0.000 description.py:530(joinPaths)
       38    0.000    0.000    0.000    0.000 description.py:594(_f_walk)
        1    0.000    0.000    0.000    0.000 description.py:638(metaIsDescription)
        1    0.000    0.000    0.000    0.000 description.py:641(__new__)
        1    0.000    0.000    0.000    0.000 description.py:660(IsDescription)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dia.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 dia.py:16(dia_matrix)
        1    0.000    0.000    0.001    0.001 dia.py:9(<module>)
        1    0.000    0.000    0.000    0.000 dict_learning.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dict_learning.py:683(SparseCodingMixin)
        1    0.000    0.000    0.000    0.000 dict_learning.py:736(SparseCoder)
        1    0.000    0.000    0.000    0.000 dict_learning.py:819(DictionaryLearning)
        1    0.000    0.000    0.000    0.000 dict_learning.py:978(MiniBatchDictionaryLearning)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.004    0.004    0.005    0.005 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disk.py:3(<module>)
        1    0.001    0.001    0.001    0.001 distance.py:63(<module>)
       85    0.001    0.000    0.064    0.001 distributions.py:1071(_construct_doc)
        1    0.000    0.000    0.000    0.000 distributions.py:1984(ksone_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:1996(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2028(norm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2072(alpha_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2103(anglit_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2134(arcsine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2169(beta_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2237(betaprime_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2286(bradford_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2331(burr_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2380(fisk_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2411(cauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2450(chi_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2485(chi2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2529(cosine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2558(dgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2601(dweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2642(erlang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2684(expon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2728(exponweib_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2761(exponpow_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2796(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2841(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2870(f_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2930(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2973(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3011(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3053(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3093(genpareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3140(genexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3183(genextreme_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3277(gamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3348(gengamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3389(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3430(gompertz_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3462(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3503(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3544(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3578(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3613(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3649(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3678(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3714(invgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3748(invgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3787(invweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3821(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3854(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3890(laplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3921(levy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3957(levy_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3995(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4046(logistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4078(loggamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4110(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4145(lognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4188(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4219(maxwell_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:422(rv_frozen)
        1    0.000    0.000    0.000    0.000 distributions.py:4261(mielke_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4289(nakagami_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4325(ncx2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4363(ncf_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4418(t_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4469(nct_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4541(pareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4596(lomax_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4636(pearson3_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4765(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4803(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4833(powernorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4866(rdist_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4896(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4930(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4970(rice_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5002(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5034(semicircular_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5063(triang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5101(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5147(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5195(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5246(uniform_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5279(vonmises_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:530(rv_generic)
        1    0.000    0.000    0.000    0.000 distributions.py:5311(wald_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5341(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5575(rv_discrete)
       13    0.000    0.000    0.009    0.001 distributions.py:5740(__init__)
       13    0.000    0.000    0.009    0.001 distributions.py:5835(_construct_doc)
        1    0.000    0.000    0.000    0.000 distributions.py:6575(binom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6633(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6673(nbinom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6724(geom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6773(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6883(logser_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6928(poisson_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6973(planck_gen)
        1    0.012    0.012    0.203    0.203 distributions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 distributions.py:7026(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7074(randint_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7131(zipf_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7178(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:7231(skellam_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:782(rv_continuous)
       85    0.002    0.000    0.071    0.001 distributions.py:986(__init__)
      196    0.028    0.000    0.071    0.000 doccer.py:12(docformat)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
      196    0.009    0.000    0.014    0.000 doccer.py:71(indentcount_lines)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       87    0.000    0.000    0.005    0.000 docstring.py:103(dedent_interpd)
       73    0.000    0.000    0.000    0.000 docstring.py:110(copy_dedent)
       73    0.000    0.000    0.001    0.000 docstring.py:117(<lambda>)
        4    0.000    0.000    0.000    0.000 docstring.py:34(__init__)
       91    0.001    0.000    0.001    0.000 docstring.py:38(__call__)
       47    0.000    0.000    0.000    0.000 docstring.py:42(update)
        1    0.000    0.000    0.000    0.000 docstring.py:58(Appender)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       50    0.000    0.000    0.000    0.000 docstring.py:77(__init__)
       50    0.000    0.000    0.000    0.000 docstring.py:81(__call__)
      161    0.000    0.000    0.005    0.000 docstring.py:86(dedent)
       74    0.000    0.000    0.000    0.000 docstring.py:91(copy)
       74    0.000    0.000    0.000    0.000 docstring.py:93(do_copy)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:26(dok_matrix)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:50(register_func)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:37(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:397(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:478(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:584(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:640(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:771(Encoding)
        1    0.000    0.000    0.000    0.000 earray.py:11(<module>)
        2    0.000    0.000    0.001    0.001 earray.py:124(__init__)
        1    0.000    0.000    0.000    0.000 earray.py:29(EArray)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.002    0.002 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 enum.py:27(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:38(Enum)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.001    0.001    0.001    0.001 errors.py:9(<module>)
        1    0.001    0.001    0.001    0.001 exceptions.py:11(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:200(ClosedNodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(ClosedFileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:219(FileModeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:231(NodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(HDF5ExtError)
        1    0.000    0.000    0.000    0.000 exceptions.py:250(NoSuchNodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:260(UndoRedoError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:271(UndoRedoWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:280(NaturalNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:292(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:303(FlavorError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:319(FlavorWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:333(FiltersWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:344(OldIndexWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:355(DataTypeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:365(Incompat16Warning)
        1    0.000    0.000    0.000    0.000 exceptions.py:381(ExperimentalFeatureWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(set_policy_from_env)
        1    0.000    0.000    0.000    0.000 expression.py:11(<module>)
        1    0.000    0.000    0.000    0.000 expression.py:26(Expr)
        1    0.002    0.002    0.003    0.003 expressions.py:11(<module>)
       16    0.000    0.000    0.000    0.000 expressions.py:147(binop)
       26    0.000    0.000    0.000    0.000 expressions.py:161(func)
        1    0.000    0.000    0.000    0.000 expressions.py:27(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 expressions.py:33(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:337(ExpressionNode)
        1    0.000    0.000    0.000    0.000 expressions.py:34(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:416(LeafNode)
        1    0.000    0.000    0.000    0.000 expressions.py:419(VariableNode)
        1    0.000    0.000    0.000    0.000 expressions.py:424(RawNode)
        1    0.000    0.000    0.000    0.000 expressions.py:440(ConstantNode)
        1    0.000    0.000    0.000    0.000 expressions.py:45(Context)
        1    0.000    0.000    0.000    0.000 expressions.py:453(OpNode)
        1    0.000    0.000    0.000    0.000 expressions.py:460(FuncNode)
        1    0.000    0.000    0.000    0.000 expressions.py:47(__init__)
       47    0.000    0.000    0.000    0.000 expressions.py:66(ophelper)
        1    0.005    0.005    0.051    0.051 expressions.py:7(<module>)
        1    0.002    0.002    0.089    0.089 extmath.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 factor_analysis.py:24(FactorAnalysis)
        1    0.000    0.000    0.000    0.000 factor_analysis.py:8(<module>)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:141(MovingFamaMacBeth)
